company,education,experience,industry,jobdescription,jobid,joblocation_address,jobtitle,numberofpositions,payrate,postdate,site_name,skills,uniq_id,category
Smart Network hiring for Self,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 5 yrs,Education / Teaching / Training,"Job Description   Send me Jobs like this - UG/Grad/BE/B.Tech with Excellent communication in English. - Salar: Fresher: 20K - Experienced: 35K Min 6 Months - Huge incentives upto 50K/ month - Free Food - Free cab - Housing / Conveyance all - Medical Insurance Call HR Priyanka: 9206503959 Salary:INR 2,00,000 - 5,00,000 P.A. Food + Cab + Incentives + Bonus + R&R Industry: Education / Teaching / Training Functional Area: Marketing , Advertising , MR , PR , Media Planning Role Category:Advertising Role:Client Servicing Executive Keyskills US Shift UK Shift International Voice Customer Service Communication Skills Written Communication international call center international bpo fresher bpo customer care technical support voice support night shift Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required -Excellent communication skills in English. -Excellent Customer Service Skills -Should be flexible to work in night shifts (US Shift). -Good interpersonal, oral and written comm skills Only HR & Ops Rounds in Consultancy Call HR Poonam: 9206503949 Company Profile: Smart Network Self Smart Network - Security | Consulting | Outsourcing: is an Efficient, Reliable Human Resources Consulting firm, involved in providing innovative human resource management services to IT/ Not IT/ Unskilled sector. Download PPT Photo 1   View Contact Details",80816000158,Bengaluru/Bangalore,Customer Service US International Voice/ug/grad/ 40K Sal/ Cab/ 5 Days,12.0,"2,00,000 - 5,00,000 P.A. Food + Cab + Incentives + Bonus + R&R",2016-08-08 18:43:34 +0000,,Marketing,386ccf2ff60784acca438cf2474a556b,intern
Black and White Business Solutions Pvt Ltd hiring for Client of Black and white Busiess solutions,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 4 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this One day interview process... Spot offer.... Process Name : Customer Support Executive,  Customer Support Officer, International Voice Process, Banking Collections Process, B2B Process. Work Location : Bangalore Salary Package : up to 5L PA Cab Services : Free Pick & Drop Rounds of Interviews : HR Round / Manager Round / CEO Round Engaged in handling calls of Enterprise & different business units (Internal & External) Provide World Class Customer Service. End to Transaction of Reports. Need to maintain Accuracy in Reports. Ability to work effectively in a team environment. Pleasant, professional, and courteous personality. Excellent verbal and written communication skills. Strong administrative skills: organized, efficient and versatile. Strong customer service approach to dealing with people at all levels internal and external. Skills Rotational Shifts Graduates or Undergraduates with BPO Experience (2-6yrs) Immediate joiners. Salary:INR 2,00,000 - 4,00,000 P.A. Best in the industry + Incentives + NSA Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(Technical) Keyskills Call Centre call center bpo customer support executive customer service executive customer care executive call center bpo bpo call center technical support engineer technical support executive CSR CSE CSO TSR Bpo Non Voice Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Desired Candidate Profile  *Possess good analytical skills - detail oriented *Possess good communication skills, both oral and written *Have a good attitude - should be committed to the work Company Profile: Black and White Business Solutions Pvt Ltd Client of Black and white Busiess solutions Incorporated in 2006, Black & White Business Solutions Pvt Ltd has been the training and staffing industry""s leader and innovator, and today, has evolved as a premier provider of manpower for some of the fortune 500 companies for their junior/middle & executive talent management staffing needs. We work with our clients hand on hand to overcome the challenges they face in attracting / interviewing and retaining Junior / Middle & Top Management professionals, Black & White recruitment services range from executive, corporate governance, Top Management, ITES, IT and Non IT industries. Download PPT Photo 1   View Contact Details",80816001575,Bengaluru/Bangalore,"BPO, International and Domestic Process, sal up to 5L",25.0,"2,00,000 - 4,00,000 P.A. Best in the industry + Incentives + NSA",2016-08-08 18:43:36 +0000,,ITES,71f5b050736f50389b13efbf0c6870d0,intern
Ignites Human Capital Services,"UG: Other Graduate, Any Graduate, Graduation Not Required PG:Any Postgraduate, Post Graduation Not Required, Other Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this Walkin to our Office & Walk out with an Offer letter For Sure.  WE HAVE AN EXCELLENT OPENING FOR YOU FROM TOP BPOS IN BANGALORE.  Walk -in to igNITES Human Capital Services to avail these opportunities  Are you a Fresher/Experienced ( 6 month International Call Center Experience) with Good Communication Skills in English and Looking out for an Opportunity to Join a Call Center / BPO. shift are available for day/uk/us/aus shift .Those who can join immediately or within 10 days can call Pooja@7848830030 Job Description: Candidate should possess excellent oral and written communication skills Candidate with good customer service skills would be preferred Candidate should have 0-5 year of experience in Customer Support Voice Process. Prior experience in Customer Service industry will be an added advantage. Should be open to work in Night shifts. Responsible for dealing with Domestic & International Clients Responsible for dealing with Clients Queries Interview Rounds:-  HR  V&A  Operations  Note: - All these rounds are held @ our office.  Salary:-  Starts with 2.5L/A to 5L/A based on experience  Do Carry:-  5 Copies of Resume  1 Passport photograph  Interview Details:-  MONDAY TO FRIDAY: 1:30 PM TO 6:00 PM  SATURDAY: 11:30 AM T0 3:00 PM  ADDRESS:  Ignites Human Capital Services Pvt Ltd  #665 TKS Plaza,Near Ragvendra Swami Matt  Apple Istore,Above City Union Bank  Jaynagar 5th Block  Bangalore-41  EMAIL-pooja@ignites.in NOTE: - Please call or sms pooja - 7848830030 and schedule your interview before walking in for interviews.  !!!Thanks & Regards HR TEAM!!! Salary:INR 2,25,000 - 4,00,000 P.A Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills csr tsr customer support technical support customer handling customer care call handling escalation calls complaint calls complaint leads bpo voice process semi voice international bpo sales banking day shift uk shift Desired Candidate Profile Education- UG: Other Graduate, Any Graduate, Graduation Not Required PG:Any Postgraduate, Post Graduation Not Required, Other Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Ignites Human Capital Services Ignites Human Capital Services Pvt Ltd #665 TKS Plaza,Near Ragvendra Swami Matt Apple Istore,Above City Union Bank Jaynagar 5th Block Bangalore-41 EMAIL-pooja@ignites.in NOTE: - Please call or sms pooja@7848830030 and schedule your interview before walking in for interviews. Download PPT Photo 1   View Contact Details",80816001321,Bengaluru/Bangalore,Mega Drive for top Bpo's for International Voice pro Pooja,,"2,25,000 - 4,00,000 P.A",2016-08-08 18:43:39 +0000,,ITES,fcf485c045a7c8664153f47122fde310,intern
Smart Network hiring for Self,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this - UG/Grad/BE/B.Tech with Excellent communication in English. - Salar: Fresher: 20K - Experienced: 35K Min 6 Months - Huge incentives upto 50K/ month - Free Food - Free cab - Housing / Conveyance all - Medical Insurance Call HR Priyanka: 9206503949 Salary:INR 2,00,000 - 5,00,000 P.A. Food + Cab + Incentives + Bonus + R&R Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills US Shift UK Shift International Voice Customer Service Communication Skills Written Communication international call center international bpo fresher bpo customer care technical support voice support night shift Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required -Excellent communication skills in English. -Excellent Customer Service Skills -Should be flexible to work in night shifts (US Shift). -Good interpersonal, oral and written comm skills Only HR & Ops Rounds in Consultancy Call HR Priyanka:9206503959 Company Profile: Smart Network Self Smart Network - Security | Consulting | Outsourcing: is an Efficient, Reliable Human Resources Consulting firm, involved in providing innovative human resource management services to IT/ Not IT/ Unskilled sector. Download PPT Photo 1   View Contact Details",80816000139,Bengaluru/Bangalore,Customer Service International Voice/10th/puc/ 40K Sal/ Cab/ 5 Days,12.0,"2,00,000 - 5,00,000 P.A. Food + Cab + Incentives + Bonus + R&R",2016-08-08 18:43:41 +0000,,ITES,abf5450bd771dd8dfddf7e11201288de,intern
Smart Network hiring for Self,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 5 yrs,Fresher / Trainee / Entry Level,"Job Description   Send me Jobs like this - UG/Grad/BE/B.Tech with Excellent communication in English. - Salar: Fresher: 20K - Experienced: 35K Min 6 Months - Huge incentives upto 50K/ month - Free Food - Free cab - Housing / Conveyance all - Medical Insurance Call HR Priyanka: 9206503959 Salary:INR 2,00,000 - 5,00,000 P.A. Food + Cab + Incentives + Bonus + R&R Industry: Fresher / Trainee / Entry Level Functional Area: HR , Recruitment , Administration , IR Role Category:Other Role:Fresher Keyskills US Shift UK Shift International Voice Customer Service Communication Skills Written Communication international call center international bpo fresher bpo customer care technical support voice support night shift Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required -Excellent communication skills in English. -Excellent Customer Service Skills -Should be flexible to work in night shifts (US Shift). -Good interpersonal, oral and written comm skills Only HR & Ops Rounds in Consultancy Call HR Poonam: 9206503949 Company Profile: Smart Network Self Smart Network - Security | Consulting | Outsourcing: is an Efficient, Reliable Human Resources Consulting firm, involved in providing innovative human resource management services to IT/ Not IT/ Unskilled sector. Download PPT Photo 1   View Contact Details",80816002290,Bengaluru/Bangalore,Customer Service US International Voice/ug/grad/ 40K Sal/ Cab/ 5 Days,12.0,"2,00,000 - 5,00,000 P.A. Food + Cab + Incentives + Bonus + R&R",2016-08-08 18:43:42 +0000,,HR,4ec2d23d1626ab23d9c77450b158f7d4,intern
Ignites Human Capital Services hiring for top Bpo's,"UG: Other Graduate, Any Graduate, Graduation Not Required PG:Any Postgraduate, Post Graduation Not Required, Other Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 5 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this Walkin to our Office & Walk out with an Offer letter For Sure.  WE HAVE AN EXCELLENT OPENING FOR YOU FROM TOP BPOS IN BANGALORE. Walk -in to igNITES Human Capital Services to avail these opportunities Are you a Fresher/Experienced ( 6 month International Call Center Experience) with Good Communication Skills in English and Looking out for an Opportunity to Join a Call Center / BPO.  shift are available for day/uk/us/aus shift .Those who can join immediately or within 10 days can call Steffie @ 7848830020 Job Description: Candidate should possess excellent oral and written communication skills Candidate with good customer service skills would be preferred Candidate should have 0-5 year of experience in Customer Support Voice Process. Prior experience in Customer Service industry will be an added advantage. Should be open to work in Night shifts. Responsible for dealing with Domestic & International Clients Responsible for dealing with Clients Queries Interview Rounds:- HR V&A Operations Note: - All these rounds are held @ our office. Salary:- Starts with 2.5L/A to 5L/A based on experience Do Carry:- 5 Copies of Resume 1 Passport photograph Interview Details:- MONDAY TO FRIDAY: 1:30 PM TO 6:00 PM SATURDAY: 11:30 AM T0 3:00 PM ADDRESS: Ignites Human Capital Services Pvt Ltd #665 TKS Plaza,Near Ragvendra Swami Matt Apple Istore,Above City Union Bank Jaynagar 5th Block Bangalore-41 EMAIL- stffie@ignites.in NOTE: - Please call or sms Steffie - 7848830020 and schedule your interview before walking in for interviews. !!!Thanks & Regards HR TEAM!!! Salary:INR 2,25,000 - 4,00,000 P.A Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills csr tsr customer support technical support customer handling customer care call handling escalation calls complaint calls complaint leads bpo voice process semi voice international bpo sales banking day shift uk shift Desired Candidate Profile Education- UG: Other Graduate, Any Graduate, Graduation Not Required PG:Any Postgraduate, Post Graduation Not Required, Other Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Ignites Human Capital Services top Bpo's Ignites Human Capital Services Pvt Ltd #665 TKS Plaza,Near Ragvendra Swami Matt Apple Istore,Above City Union Bank Jaynagar 5th Block Bangalore-41 EMAIL- stffie@gmail.com NOTE: - Please call or sms Steffie @ 7848830020 and schedule your interview before walking in for interviews. Download PPT Photo 1   View Contact Details",80816000458,Bengaluru/Bangalore,Openings for International Voice/semi Voice Sal upto 30k Call Steffie,,"2,25,000 - 4,00,000 P.A",2016-08-08 18:43:43 +0000,,ITES,b09b19635eed6d9e88f9377870a0b217,intern
Kelly Services India Pvt. Ltd. hiring for Internal Role,UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization,10 - 15 yrs,Recruitment / Staffing,"Job Description   Send me Jobs like this Position Purpose: To develop and execute Go To Market sales strategies to support business objectives. Consolidate business development activities across country to align with the Go To Market goal of perm business nationally.Create a n impact on market penetration in Key markets and in identified verticals increasing Kellys Market share in chosen specializations. Expand Kellys business relationships with aggressive networking, ensuring positive contributions to customer satisfaction. Provide guidance, support, direction to Perm operations and Branch Business Development team in order to develop and build a profitable business. Must Haves : Self-confidence with professional and effective inter-personal skills Ability to interface with Senior Management, lead and collaborate with others Proven ability to be creative, generate ideas, think strategically and manage complex & multiple activities to achieve the sales strategy Skilled Go getter, Capable of Operating in Independent work Environment with ownership & accountability Extensive Travel will be part of this profile Proven ability build relationship and network with clients. Tactical strength to identify potential clients and build these into key accounts. To be able to value-add to our clients needs and provides total staffing solutions to them. Job Accountability : Work with Branch Managers and Sales team in meeting with key/potential customers to sell Kelly services and negotiate profitable contracts. In doing so, make/participate in presentations, analysing pricing requirements and developing sales strategy. Being in the market to gather information on industry, competition, green fields and brown fields and disseminate the information to the Branch and the Sales team and leading conclusive measures to convert these business opportunities in Kellys favor Consolidate results of sales staff and follow up on defined business profitability ratios. Develop, communicate and implement pricing policy to all sales staff. Develop a profitable business relationship with potential key accounts. Analyse market conditions and business objectives and develop sales strategy in order to meet or exceed objectives. Provide input and recommendation for the countrys business plan based on knowledge and analysis. Ensure all material that is sent to external customers is in accordance with Kelly Services standards and international guidelines. Set and maintain high standards of professionalism in all aspects. Involvement in the recruitment and proposal of candidates for BDM roles to Branches as necessary. Work with Branch Managers and Training Manager to identify training needs. Identify formal training programmes or train sales staff directly in order for staff to meet or exceed objectives in their designated territory. Salary: Not Disclosed by Recruiter Industry: Recruitment / Staffing Functional Area: Sales , Retail , Business Development Role Category:Senior Management Role:Head/VP/GM/National Manager -Sales Keyskills Sales Strategy Market Penetration Business Development Key Accounts Consolidation Solutions Customer Satisfaction Senior Management Interpersonal Skills Corporate Sales Director - Sales Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization Please refer to the Job description above Company Profile: Kelly Services India Pvt. Ltd. Internal Role Kelly Services is a Fortune 500 company delivering staffing solutions across more than 37 countries and territories that include temporary, full time placement, outsourcing and consulting. Kelly Services India started its operations in India on the 20th of September 2001 & from a modest start, increased its presence in India and currently operates from 6 strategic locations across the country. Kelly has focused on building workforce solutions in specialised industry verticals like ITES, Banking, IT, Engineering and Science. Download PPT Photo 1   View Contact Details",50816003535,"Bengaluru/Bangalore , Mumbai , Gurgaon , Pune",Director - Sales (internal Opening),1.0,Not Disclosed by Recruiter,2016-08-06 18:43:51 +0000,,Sales,f396034d017475cd0861f19ad4cc46f0,intern
ABC Consultants Pvt Ltd,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 7 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this  Looking for  CA/ ICWA /MBA with experience in Internal audit, risk , source to pay, P 2 P , Order to cash , O2C  for a MNC IT company Minimum 2 yrs to 15 yrs experience  Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: Accounts , Finance , Tax , Company Secretary , Audit Role Category:Finance/Audit Role:Audit Manager Keyskills Ca ICWA Auditing Internal Audit Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: ABC Consultants Pvt Ltd Leading Hr consulting company Download PPT Photo 1   View Contact Details",50816004784,Bengaluru/Bangalore,Internal Audit Position,,Not Disclosed by Recruiter,2016-08-05 18:44:10 +0000,,Accounts,31e271e5522f675f9aeff23769721e8e,intern
Tech Mahindra Business Services Limited,"UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",1 - 3 yrs,BPO / Call Centre / ITES,"Job Description   Send me Jobs like this Eligibility- SSC with 1 year of international bpo experience into voice process. HSC/Graduates with min 6 months of international/Domestic bpo experience into voice process. Location- Mumbai & Pune Ex employees of Tech Mahindra can also apply. Process - MUMBAI Australia sales support Australia Tech support Australia Upgrades UK Retentions PUNE: UK Sales UK Collections UK Retentions Contact :Tulika number:9920814547 Email : tulika.baxi@techmahindra.com Salary:INR 1,00,000 - 4,50,000 P.A Industry: BPO / Call Centre / ITES Functional Area: ITES , BPO , KPO , LPO , Customer Service , Operations Role Category:Voice Role:Associate/Senior Associate -(NonTechnical) Keyskills International Bpo Voice Process Sales Customer Service Uk Australian process Technical Support customer care collections retention Desired Candidate Profile Education- UG: Any Graduate - Any Specialization, Graduation Not Required PG:Any Postgraduate - Any Specialization, Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Tech Mahindra Business Services Limited We are Tech Mahindra Business Services Limited - a subsidiary of Tech Mahindra (a leading provider of solutions and services to the telecommunications industry). Located at Mumbai and Pune, we have 7500+ employees who work in the advanced 3G (3rd Generation) technology space and provide end-to-end CRM (customer relationship management) solutions for the Three networks in the UK and Ireland, as well as Vodafone in Australia. Download PPT Photo 1   View Contact Details",50516007687,"Mumbai , Pune",Tech Mahindra is Hiring for International Voice Process,,"1,00,000 - 4,50,000 P.A",2016-05-05 01:22:00 +0000,,ITES,6067abff9e528cb8d5f28312d7036984,intern
quora,"UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",2 - 7 yrs,IT-Software / Software Services,"Job Description   Send me Jobs like this Extraordinary software engineering talent Knowledge of Python, JavaScript, C , or the ability to learn a language quickly Love of the Quora product Experience with web applications, databases, distributed systems, and machine learning a plus Passion for learning and always improving yourself and the team around you To give you a taste of what interns could do at Quora, here are some projects interns have worked on in the past: Integrated with YouTube, to allow users to embed videos in their answers Integrated with Google Maps to allow users to specify a location for a topic, enhancing the Nearby feature of the iPhone app Implemented threaded comments to enable higher- quality discussion Improved the related questions suggested to users on a question page, to increase discovery and engagement Investigated moving application code to run on pypy, to improve the speed of the site In the future, interns can expect to work on the same projects as fulltime engineers, which include: Product features: Building a powerful rich- text editor, invite and follow suggestions, incentives for users to answer questions, or other features to help the product grow Quality: Improving the ranking of content throughout the site, such as users via graph algorithms like PageRank or recommending topics and people for users to follow Feed: Designing user homepage feeds to be fast but also relevant, optimizing to show the best content based on voting, views, diversity, social graph, and other ranking signals Search: Architecting our real- time search backend and improving relevancy for navigational searches across questions, topics, and users Site speed: Making Quora fast with a variety of initiatives across view- level code, client- and server- side caching, and more Mobile: Designing APIs and building iPhone and Android applications for Quora Infrastructure: Scaling, automating, and monitoring our site architecture and continuous deployment systems hosted on EC2 Moderation tools: Designing and building tools to help moderators and power users review and moderate content on the site at scale Salary: Not Disclosed by Recruiter Industry: IT-Software / Software Services Functional Area: IT Software - Application Programming , Maintenance Role Category:Programming & Design Role:Software Developer Keyskills server backend monitoring iphone javascript android google machine learning python site Desired Candidate Profile Education- UG: B.Tech/B.E. PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: quora Quora\'s mission is to share and grow the world\'s knowledge. We want to democratize access to knowledge of all kindsfrom politics to painting, cooking to coding, etymology to experiencesso if someone out there knows something, anyone else can learn it. Quora makes it easy to get your questions answered, share your own knowledge, and browse the most interesting information people across the world want to share. Download PPT Photo 1   View Contact Details",40815500345,Mumbai,Software Engineer Intern,,Not Disclosed by Recruiter,2015-12-29 02:23:30 +0000,,IT Software - Application Programming,da5ceb2a6868181c45319a62e79c536c,intern
IHG IT Services (India) Pvt. Ltd,"UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 1 yrs,Travel / Hotels / Restaurants / Airlines / Railways,"Job Description   Send me Jobs like this What is your passion? Whether you're into singing, dancing or cooking at IHG we're interested in YOU! We love people who apply the same amount of care and passion to their jobs as they do their hobbies - people that help us create great hotels guests love. At the moment we're looking for a Room Attendant to be part of our supportive and professional team at Holiday Inn Mumbai International Airport. You will be responsible for cleaning guest rooms and/or suites in a timely and thorough manner to ensure total guest satisfaction. Adhere to local regulations concerning health, safety, or other compliance requirements, as well as brand standards and local policies and procedures. Required Skills Communication skills are utilized a significant amount of time when interacting with others; demonstrated ability to interact with customers, employees and third parties that reflects highly on the hotel, the brand and the Company. Able to speak, read and write English Qualifications Primary Education or equivalent Experience 0-1 years of housekeeping experience THERE IS A EVERYDAY WALK IN BETWEEN 10AM TO 4PM. SATURDAY AND SUNDAY IS OFF Salary: Not Disclosed by Recruiter Industry: Travel / Hotels / Restaurants / Airlines / Railways Functional Area: Hotels , Restaurants Role Category:Housekeeping Role:Housekeeping Executive/Assistant. Desired Candidate Profile Education- UG: Any Graduate - Any Specialization PG:Any Postgraduate - Any Specialization Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required THERE IS A EVERYDAY WALK IN BETWEEN 10AM TO 4PM. SATURDAY AND SUNDAY IS OFF Company Profile: IHG IT Services (India) Pvt. Ltd A global company with 9 hotel brands. With over 4,700 hotels and nearly 674,000 rooms in almost 100 countries around the world, we know hospitality. Our vision is to become one of the great companies in the world by creating Great Hotels Guests Love. We will deliver this through our portfolio of preferred brands, our talented people and best-in-class delivery systems. At the heart of our culture is a commitment to act responsibly in everything we do. Download PPT Photo 1   View Contact Details",291215600247,Mumbai,"Room Attendant, Holiday Inn Mumbai International Airport",,Not Disclosed by Recruiter,2015-12-29 02:23:30 +0000,,Hotels,6cb77b3b1e6cff95bb8cdc37e659a317,intern
Godrej Industries Ltd,"UG: Any Graduate PG:MBA/PGDM Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",5 - 10 yrs,FMCG / Foods / Beverage,"Job Description   Send me Jobs like this Key Responsibilities Please note that the candidate will be initially based in Plant 18 managing Nigeria region. The selected candidate will be transferred to Lagos (Nigeria) within 3-4 months of joining. KRAs for the selected candidate: 1. Leadership and Business Results 2. Achieving Retail sales Value (Locks and Cartini) 3. Operating Expenses Control for the countries in the region 4. Achieving B2B Sales & Original Equipment Manufacturing Business in identified country / countries 5. Long term planning for assigned countries and Developing Service setup 6. Create brand awareness and product awareness in assigned markets Job Description The incumbent will look after the West Africa region for Locks division. He / She will be responsible for:- 1. Achievement of sales value for Godrej and Cartini brand of products. 2. Retailing as per collage norms 3. Increase depth and width in target countries. 4. Develop service setup with the distributors in targeted countries. 5. Develop brand in the assigned markets. 6. Develop Long term partners in targeted markets. 7. Plan and execute various sales promotional activities. 8. Improve Distributor / Retailer Satisfaction 9. Develop & Plan placement of merchandising in various retails outlets and monitor their usage. 10. Analysis of secondary sales and distributor stocks and work on improvement. 11. Guide the distributor-s sales head and his team for exploring their business in existing and new territories 12 Product Training and Development of the distributor / Retailer-s sales team members. 13. Compilation of competitor information / market feedback and recommend for appropriate actions. 14. Key Accounts Management and Competitive Intelligence 15. Develop B2B and B2C business in assigned territories 16. Develop customer wise business plans and execute the same. 17. Preparing and sending MIS on a regular basis and use information effectively for improving sales & services. 18. Arranging distributor / retailer / architects etc. meets 19. Conduct reviews with distributors 20. Participate country specific exhibitions / Product Promotions Salary: Not Disclosed by Recruiter Industry: FMCG / Foods / Beverage Functional Area: Sales , Retail , Business Development Role Category:Retail Sales Role:Sales/Business Development Manager Keyskills business development retail sales service mis merchandising exhibitions brand awareness competitive intelligence usage key accounts management Desired Candidate Profile Education- UG: Any Graduate PG:MBA/PGDM Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Godrej Industries Ltd Website http://www.godrej.com/ Industry Other Industry (Conglomerate/ Diversified Group) Company Turnover 2500 - 5000 Crores Company Size 1001 - 5000 Employees Download PPT Photo 1   View Contact Details",10915501031,"Mumbai , Mumbai",Manager- International Sales,,Not Disclosed by Recruiter,2015-12-29 02:23:31 +0000,,Sales,36b95279f781d5e479cd9422b0b50baa,intern
Teach For India,"UG: Any Graduate PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required",0 - 2 yrs,NGO / Social Services / Regulators / Industry Associations,"Job Description   Send me Jobs like this Position Summary: The Development intern works with the Development team to help conduct prospect research, assist in writing proposals and supporting with the operational work.   Team Overview: The Development team is responsible for raising funds for the operations of Teach For India. Development is one of the critical backbones of the organizations as the organization is completely dependent on donations in its current form. The development team needs to be abreast with everything happening in the organization and the education sector as a lot of time is spent in creating and maintaining relationships with external stakeholders. The national team also provides tools and support to individual cities and the Expansion team in its fundraising efforts. The development team is divided into 9 work streams by different sources of funding that Teach For India receives. Some of these include Corporates, Foundations, Individual Giving, Retail Giving, Online, Events, among others. Responsibilities:  Primary responsibilities include: • Prospect research to gather more information about the prospect that helps drive meaningful conversations and estimate giving capacity • Leading research projects on various spheres connected to Development • Assisting Development Managers and Development Assistants with their development work • This is also an opportunity for the intern to gain valuable organizational exposure and experience and as such, the development team is happy to support the candidate’s specific areas of interest in work as far as we can Knowledge, Skills and Abilities: • Strong communication skills • Strong organizational skills • Willingness to learn • Comfort with constantly changing scenarios and a high stress environment • Strong time management and organizational skills Education and Experience Graduate/post graduate degree in any discipline Salary: Not Disclosed by Recruiter Industry: NGO / Social Services / Regulators / Industry Associations Functional Area: Teaching , Education , Training , Counselling Role Category:Other Role:Fresher Keyskills development operations tools maintaining events operational estimate team organizational skills intern Desired Candidate Profile Education- UG: Any Graduate PG:Post Graduation Not Required Doctorate:Any Doctorate - Any Specialization, Doctorate Not Required Please refer to the Job description above Company Profile: Teach For India At Teach For India, each one of us feels lucky. Incredibly lucky. We understand that it is just a matter of chance that we are where we are today. We didn't choose the family that we were born into, or choose the fact that our parents could afford to give us quality education. Every time we make a choice, we feel lucky. However, we cannot help but think …what if? What if these choices weren't available to us? It is this thought that makes us work towards that one day when every child in India will attain an excellent education. The family or the demographics that a child is born into should not determine his or her destiny. We understand the importance of education but more importantly, we understand the value of each of those 320 million lives and the potential in every one of them. Imagine 320 million astronauts, or 320 million scientists. Imagine 320 million change-makers driving India forward. That's what we're working towards - A day when every child gets the opportunity to attain an excellent education. A day when we can empower every human being with choice. Because that's what every child deserves. That's what India deserves. Download PPT Photo 1   View Contact Details",30715500051,Mumbai,"Intern, Development",,Not Disclosed by Recruiter,2015-12-29 02:23:33 +0000,,Teaching,e0eebd7555740cd955aefb249fbe3b04,intern
